Actual,Predicted
2403.5,2260.128703867851
124.4,325.855104281949
1238.0,1329.8906081936238
7045.2,6618.589548563026
3722.7,3743.7879097955974
2640.4,2968.6149643350236
12887.5,11456.600370992755
11279.1,11402.507895925106
6966.2,8037.947005890683
3407.7,3244.3354561589167
9799.3,9957.148029391125
3661.3,3208.245520841805
2062.2,2007.8536110953519
2091.9,1965.8367954091464
809.6,614.7654571792609
4227.7,4057.2042096949535
1824.8,1773.720968562624
2283.7,3375.0517254957904
7040.9,6422.806616473181
3089.1,3203.445233472923
790.6,1472.5520329873216
4528.1,4621.747090554529
3971.2,4146.264688302961
2224.1,2252.5552218554167
8689.7,8429.79551964567
636.2,677.1030046964024
1538.4,1508.1983227950495
3828.5,2734.957178786495
7518.5,7902.594900118676
3506.2,3380.325439811664
3243.1,2399.8358180592277
685.9,574.004225789944
3126.6,2643.2476315213225
9591.3,9363.687376759097
1107.8,1108.4089418849999
9617.1,9889.425480456493
10177.0,9666.857077540766
1150.6,1034.2414871215096
731.9,921.6093386605589
3401.5,3125.7679320525585
3585.7,2818.4543152914357
7433.8,7749.80918279473
1891.3,1855.95811957538
7155.7,7697.5852463953
2793.3,3010.1187769504704
3633.9,3256.647982164819
9061.0,8305.099467908696
10273.1,10507.871697921417
3610.9,3433.7342330649935
3916.0,3547.1948388046094
1143.8,741.335156703115
1297.1,1010.1245228860444
8808.1,9014.093230866094
11840.1,11269.721896501078
1203.5,1265.7753132372836
2471.6,2225.236905964275
3695.9,3465.825503848735
10388.9,10101.09313924712
5954.8,6242.130659854005
323.7,-71.04352418103917
1240.2,1390.7624378137207
7399.2,8680.380166909681
6062.1,7804.446739072251
2596.5,2948.6855038340527
3397.6,3297.352616407743
2461.3,2220.082668789788
3565.2,3501.0390914370746
3145.1,3820.8022776685048
2613.0,2779.0354792301423
1172.8,979.0030988114395
9539.7,8733.870410987345
1562.4,1860.1989543294276
2704.6,2769.773199480909
2859.9,2713.3680002034034
437.7,1050.322044591312
3608.4,3372.147260867767
3647.0,3187.2962505980704
923.3,1017.3672489354303
1478.5,1544.1608499377708
4429.1,4783.006866107951
8082.9,9208.28683517832
2389.4,2661.5522233448664
10995.5,10200.331423096848
6168.4,6311.024515368097
3159.4,3392.358634025886
8597.4,7902.169071337348
1182.2,1364.6557452987272
3993.7,3851.3234253775536
9694.4,9881.241035189794
4474.3,4103.233184353327
1620.8,1675.3515990403266
3626.2,3660.1370370391032
1376.6,1181.1625911584215
3394.3,3663.2642911285748
7584.5,7611.0025317897125
3471.1,3157.650233121274
2034.5,1716.7983252516533
7514.4,8187.7945309659935
2502.5,2639.129452358533
1698.6,1317.3353517776432
7367.8,7822.822267754624
3450.9,3592.1397131516806
3572.3,3782.6717979168843
10767.3,10716.175199911517
2304.1,2748.7561180594294
3206.1,3382.3830564083273
9727.0,9734.373506359401
6303.6,6222.123022087117
1859.8,1830.8276349905154
3711.4,3283.4693310045495
1955.5,2107.594674712347
107.9,626.0840240735652
10895.2,10461.998261890893
7658.5,8139.092947805741
2527.1,2727.600932264382
2059.1,2208.30628569297
3196.8,3413.4662084385145
2247.0,2400.3309382082753
2322.6,2302.3432722379894
2591.5,2372.133558453128
3840.0,3638.291526139199
6034.9,6007.97144492718
1514.2,1364.9833510143017
4068.6,3737.8829017276967
1280.3,1530.6646503505272
6973.4,5726.805061815927
6655.9,6160.816425237159
4041.5,3665.928025426876
2840.7,2434.4063346701532
1113.7,1110.8480164589218
5587.1,6609.1425109364445
3271.5,3335.239493237177
2660.9,2836.835024165057
1010.3,886.6344418256867
345.1,326.0389213660983
5788.4,5894.48619970961
2869.6,2494.613264091613
3638.8,3679.4252058346847
3572.2,3604.1834879554317
984.5,994.3312542944059
3105.7,3458.9223078323503
11069.3,11573.468214157498
8138.4,8319.424239871232
9284.9,9179.862824541045
2104.1,2414.543065650456
2320.7,2224.145154910433
2285.1,2286.005198506007
3983.0,3652.9335005580306
10682.6,11402.519712122268
9718.0,9717.003984059755
1139.1,1036.5944031532908
9912.3,10355.43883721431
8076.0,8819.287707575388
7311.9,6723.056726925564
1428.7,1492.226799858743
10838.0,10687.887592228939
3375.7,3429.5630569838195
3795.5,3649.9459005793997
10636.8,10394.42419031777
1672.0,1492.5168619932974
3643.2,3722.1755082518885
281.8,1228.7256493768746
4004.6,3718.3329458716416
4007.8,3672.7890980552856
2301.7,2375.1131011892667
3316.6,3385.114817631498
2289.5,2326.57850534138
2993.8,2239.8055082578885
6223.1,6344.202875801502
2308.5,2205.8287818714252
11103.5,10463.818769792759
4449.2,4390.809847741528
2809.3,2726.7401095787955
11214.9,11265.934596132045
2239.4,2283.1228923152175
5771.0,6060.063914881868
604.5,409.3327953643766
3567.5,3704.0908377311516
9437.7,8482.24032035027
1131.6,1194.1376429487518
8373.2,8872.447255532572
9728.7,10181.688545504288
3207.4,3369.1484229891303
1628.4,1912.5584316286931
2340.2,2620.78391903989
833.9,304.40782990730986
3051.0,3019.128777579239
3584.6,3724.8711072090173
18112.8,18196.10445102225
2047.2,2047.0573212550462
11609.6,11025.721518397559
1652.1,2013.8699552353446
8089.8,7734.191863465612
3745.7,4084.0569517674976
1175.6,1274.448563646476
12766.8,11847.407946691756
1188.1,856.1185731496171
3225.0,3584.039884997832
8552.4,9428.148076139822
12016.4,11188.488118526317
9420.9,9898.147096235969
1063.8,1270.1361508752107
12416.7,11186.568168709602
1463.6,1386.6781800089611
847.9,927.3575766913436
3696.1,3674.7012390513064
9361.8,9452.92999526951
4763.0,4250.048941362556
6699.0,6667.771722080792
3083.0,3741.266705462858
1002.7,954.4751069077556
3395.9,3871.770047904889
11193.0,10170.591114264762
10880.5,9978.689532584563
11883.5,10790.982888404274
6796.0,6359.020703007971
3125.9,3244.70642084833
3311.3,3538.5476822879373
11603.6,10723.436632133375
2519.5,2321.079645801752
524.5,1062.5575005902883
1692.8,1827.6261674389043
4245.3,3949.305714514305
12555.8,11638.023778754543
1165.5,1470.8403431124261
2666.3,2789.2714561862613
7349.7,7603.599219013349
906.6,996.3529983551798
2973.3,2879.5418915200953
1041.4,1223.2734127267704
6404.3,6366.930199177494
1599.3,1661.4488468938307
3081.8,2800.739852511042
3115.2,2899.0342333009557
4070.9,3906.113350703914
3843.6,3631.789357615644
1878.6,1623.4300599751314
5394.1,6129.758629444195
2930.7,2480.495600841832
1018.3,1038.6024953434044
1716.2,1731.2828094067027
6352.8,7728.779161799694
9747.2,10109.388788136852
693.2,648.4151098020757
14121.7,15510.303976474062
3466.9,3497.7884915495324
3496.2,3095.7851695667578
2553.3,2565.058495056097
3142.8,3149.7918300772526
2868.6,2418.530239493699
1405.7,1061.178629731101
2803.5,2425.496745464401
2692.0,2848.7342219389484
1622.8,1940.9139968485488
16063.7,15520.245376721834
7826.0,7621.0373249231725
12500.5,11715.152517122822
2979.6,2939.8391550839387
2576.6,2376.498313434082
3701.6,3616.668650142945
2148.7,2502.274374477691
8983.3,9368.687976973097
7698.2,7030.479670399969
2364.0,2529.170604709996
1823.5,2215.4060415755175
4045.8,3762.696447137927
1403.3,1556.558116776936
9243.9,9291.846497302404
10152.0,10417.249002204184
6596.3,6560.145515299659
2514.0,2018.447487914711
3005.2,2720.2044269265116
3947.2,3199.916016722369
887.6,859.5769425220587
4600.0,4638.764844995016
2939.0,2942.273222088241
11146.4,11232.11435089353
11641.5,11127.59054166695
10301.2,10796.556687428087
2771.0,2730.353955986511
8647.8,8576.88647704507
10682.3,11322.025193920732
11205.5,11420.362575046247
10725.8,11569.050433858554
1723.6,2059.6651490733584
12598.0,11594.724383684365
8002.0,8430.023402714398
3084.5,2805.2550054523836
1925.8,1550.7639317188678
2874.7,2478.0957360642587
9479.5,9417.96110448667
12086.3,11551.146509026987
17850.2,17191.008730989728
4353.8,3663.5324114776395
10452.8,10400.58769781043
10493.4,10181.603879365657
2332.8,2572.452484242569
297.3,586.2172620202855
4248.8,3629.6082091255903
186.9,562.0278683773668
9522.9,9723.756189961505
2202.3,2479.57629324357
2795.1,2748.5501536999454
2437.6,2224.0586144451026
669.7,502.32410113624246
2586.2,2934.718495529529
11197.4,11293.24860636738
9715.9,10462.009459536954
888.6,571.5126762471646
6098.0,6830.948882543273
2369.2,2267.6448302471053
3794.0,3584.9100327986616
1436.6,1478.9748018337505
9303.1,9253.241194944998
1985.0,1854.480800476138
3572.5,3802.9323280444605
2323.6,2366.863150302388
1626.3,1601.1567599344507
8185.2,8335.798216710618
2997.7,2678.3052191417173
10270.9,9935.71155412873
3498.2,3295.5498174083277
4001.0,4092.2133990696984
4141.2,4672.0123867198945
9806.2,9631.438028457715
3615.2,3780.6851787624273
4312.9,4153.811998343992
2490.7,2193.0162542082926
1432.9,1517.3751014535756
1928.5,2100.8357262200752
1727.8,2846.054761969044
2865.7,3008.714153554125
11346.0,10775.720377401996
316.0,183.58607682454203
2566.8,2189.2598788823907
4911.5,4627.936344334574
2936.5,3089.6462061904112
11401.6,10899.20898100544
3660.0,3224.3528096905884
3686.5,3527.176617033061
2790.5,2577.133657835142
12114.7,11331.954760257848
5421.6,5784.318597324973
9726.9,10146.519531048712
2045.0,2000.2423523739653
2497.3,2538.6138093340287
1551.2,1895.115762837473
289.6,550.3776297214008
10566.8,11348.41044074145
2666.4,2454.7675557271086
3986.5,3671.228986142911
2190.4,2109.2257993492913
1628.6,1841.6062182787664
4174.6,4091.3768376320604
883.5,820.119843264556
3305.6,3195.143464615112
3585.7,3612.542703428373
2870.7,2653.021049536832
6007.4,5969.521713196091
12060.2,10251.662435380154
2377.2,2157.1440696275768
11049.2,11295.045674195304
12890.9,11441.709415401865
7394.3,7768.9809958552305
6869.8,6099.697179393061
2063.9,1612.7940080692952
1335.5,1401.1743874047625
1733.4,1634.975510957107
3535.8,3807.164998031929
8122.7,8644.45665533293
3061.8,2576.365977132411
406.7,240.12579218737847
3550.5,2848.199153981879
11259.1,11499.696577189397
9535.6,10004.535331908724
1125.1,1044.729400790795
4890.2,5955.928879441251
11858.9,11133.239685364353
1770.3,1725.6493968300074
10572.4,11377.64603921395
2345.4,2415.5625759500635
1869.0,2009.2997649128756
10645.6,11503.508189484006
3245.3,3409.0139307685404
3187.5,3132.3212242557292
2338.6,2252.338335889808
1099.5,1132.6948546698059
3969.8,3722.1247527590695
584.4,305.14871111667344
3828.2,3972.0300772353894
2130.4,2102.6298273529483
3327.7,3489.179611854468
11532.3,11771.780323511362
1636.6,1750.8184928712235
3148.1,3245.196830784038
6802.4,6401.123784888152
3848.5,3938.709936561727
3471.0,3521.847293973502
11056.7,10592.607357119321
1745.8,1935.6048849996096
11083.2,10632.205241861457
4676.9,4454.598643785599
10163.0,10229.868029772473
3277.0,2950.5008057182513
2287.9,2111.316314232392
1417.2,1488.5927396588977
1199.5,1560.748199420139
1132.5,1004.3734686124171
3746.0,3334.3510331877133
4135.2,3496.608212016896
10749.1,10640.701697452396
13066.3,11862.766970634193
611.4,800.4033775057851
1984.9,2058.8198869717107
9161.5,9060.192473568628
2191.7,2155.370309900036
2331.8,2313.214111312709
1977.0,1846.446764508999
2157.6,2300.6501226952623
2296.2,2334.971022748594
5200.9,6365.445216045622
2702.2,2636.090630668661
1511.4,1841.4264169049366
3946.3,4035.026949823683
2683.5,2476.318447925043
4162.7,4638.290833362111
7312.0,7738.747835103504
10745.2,11490.075279162056
377.0,1388.4576577732896
11544.5,10866.306616577547
2325.3,2272.571428779951
1480.1,1345.0296432049963
7329.3,7032.746519924165
9912.7,10004.60628721391
7902.0,7782.26342067835
2578.1,2332.4020521073926
9149.9,9150.62109537163
3109.7,2751.8953166435913
11514.3,11164.332380421833
11055.1,10903.91757811713
3583.9,3816.77569363401
8291.7,7254.688376911576
5984.9,7806.875360694679
2435.7,2257.5774417507437
2684.5,2692.027678064138
6024.2,5957.751640154829
3097.5,3421.2487151636833
2710.6,2800.6687384011984
1615.2,1868.6943631285994
5665.7,5492.049204285164
2054.6,2116.402073682004
9477.9,9771.090962122393
7263.3,8016.281084532291
7532.9,7668.353925080295
10694.1,10482.623647564085
348.8,582.9833986912363
10258.0,10189.470002761396
6720.8,6806.732635519898
2759.4,2593.897600596634
1965.1,1993.4493561092622
2907.0,2952.2501230651123
10830.3,10276.592012310279
12572.5,11535.593381259614
