Feature,Importance
crop_type,59.91380258402711
soil_potassium,9.487879682518667
soil_pH,8.271473390433032
soil_phosphorus,5.552276742333381
humidity,4.363852034510377
soil_nitrogen,4.288233197453468
agro_zone,2.1775052937430206
rainfall_mm,1.472705246717409
soil_fertility_index,1.2826430563187496
soil_type,0.5482164677302703
irrigation_type,0.48507843360126435
climate_index,0.47232458929862103
temperature_C,0.466046402291907
np_ratio,0.4068521463880081
fertilizer_type,0.37040011397863004
